Date,Open,High,Low,Close,Adj Close,Volume
1990-01-01,0.000000,0.570313,0.476563,0.523438,0.518750,9756800
1990-02-01,0.000000,0.625000,0.492188,0.609375,0.603917,16460800
1990-03-01,0.000000,0.609375,0.523438,0.531250,0.526492,28593600
1990-04-01,0.546875,0.898438,0.539063,0.890625,0.882648,54520000
1990-05-01,0.906250,1.054688,0.875000,1.039063,1.029757,48907200
1990-06-01,1.039063,1.046875,0.820313,1.046875,1.037499,33508800
1990-07-01,1.046875,1.046875,0.726563,0.773438,0.766511,31006400
1990-08-01,0.773438,0.820313,0.585938,0.773438,0.766511,22889600
1990-09-01,0.757813,0.757813,0.484375,0.523438,0.518750,24612800
1990-10-01,0.570313,0.601563,0.382813,0.476563,0.472295,41420800
1990-11-01,0.484375,0.617188,0.429688,0.515625,0.511007,24081600
1990-12-01,0.507813,0.601563,0.500000,0.585938,0.580690,29268800
1991-01-01,0.593750,0.843750,0.554688,0.804688,0.797481,61846400
1991-02-01,0.804688,1.085938,0.804688,0.968750,0.960073,98363200
1991-03-01,0.960938,1.203125,0.960938,1.179688,1.169122,50161600
1991-04-01,1.171875,1.492188,1.109375,1.265625,1.254289,48760000
1991-05-01,1.250000,1.468750,1.203125,1.367188,1.354943,36880000
1991-06-01,1.289063,1.343750,1.015625,1.070313,1.060727,45177600
1991-07-01,1.062500,1.242188,1.023438,1.203125,1.192349,42120000
1991-08-01,1.179688,1.703125,1.179688,1.703125,1.687871,49848000
1991-09-01,1.710938,1.773438,1.523438,1.578125,1.563990,46363200
1991-10-01,1.593750,2.039063,1.593750,2.015625,1.997572,58092800
1991-11-01,2.015625,2.187500,1.781250,2.109375,2.090482,53545600
1991-12-01,2.062500,2.406250,2.031250,2.390625,2.369214,47086400
1992-01-01,2.359375,2.906250,2.296875,2.500000,2.477609,51363200
1992-02-01,2.531250,3.234375,2.484375,2.921875,2.895705,70704000
1992-03-01,2.953125,3.187500,2.593750,2.968750,2.942161,38252800
1992-04-01,2.875000,3.156250,2.312500,2.750000,2.725370,49948800
1992-05-01,2.718750,3.031250,2.437500,2.687500,2.663430,38500000
1992-06-01,2.687500,3.000000,2.437500,2.968750,2.942161,39799200
1992-07-01,2.906250,3.656250,2.531250,3.640625,3.608018,65245600
1992-08-01,3.531250,3.687500,3.156250,3.359375,3.329287,35620800
1992-09-01,3.312500,4.312500,3.187500,3.875000,3.840294,73092800
1992-10-01,3.906250,4.406250,3.437500,4.062500,4.026114,88940800
1992-11-01,3.906250,4.218750,3.500000,4.156250,4.119025,56638400
1992-12-01,4.156250,5.437500,4.000000,5.156250,5.110068,66084800
1993-01-01,5.187500,6.375000,4.937500,6.343750,6.286932,93300800
1993-02-01,6.218750,6.687500,4.953125,6.187500,6.132082,82275200
1993-03-01,6.125000,7.750000,5.937500,7.312500,7.247006,71036000
1993-04-01,7.375000,8.000000,6.687500,7.250000,7.185066,50050800
1993-05-01,7.187500,9.625000,7.062500,8.625000,8.547750,74819600
1993-06-01,8.687500,9.250000,6.250000,7.562500,7.494767,107867600
1993-07-01,7.500000,7.687500,6.500000,7.250000,7.185066,73318800
1993-08-01,7.312500,9.125000,7.187500,8.656250,8.578721,67080800
1993-09-01,8.625000,9.250000,7.062500,8.562500,8.485809,84400800
1993-10-01,8.625000,10.500000,8.187500,9.750000,9.662675,69704000
1993-11-01,9.812500,9.875000,8.187500,8.718750,8.640660,64930000
1993-12-01,8.812500,9.062500,7.218750,7.500000,7.432827,87590800
1994-01-01,7.562500,8.375000,6.625000,7.156250,7.092156,135538000
1994-02-01,7.187500,7.687500,6.062500,6.500000,6.441783,126184800
1994-03-01,6.500000,7.375000,5.937500,6.562500,6.503724,118348400
1994-04-01,6.281250,6.562500,4.875000,5.437500,5.388799,112165600
1994-05-01,5.500000,5.750000,4.312500,5.078125,5.032643,127366000
1994-06-01,5.125000,5.437500,3.187500,3.500000,3.468652,122955600
1994-07-01,3.500000,4.125000,3.312500,3.562500,3.530593,100280800
1994-08-01,3.625000,4.812500,3.500000,4.437500,4.397756,98037200
1994-09-01,4.375000,4.750000,4.125000,4.625000,4.583577,79531200
1994-10-01,4.625000,5.875000,4.562500,5.625000,5.574620,120530400
1994-11-01,5.562500,5.687500,4.593750,4.968750,4.924247,81298000
1994-12-01,5.000000,5.656250,4.250000,4.812500,4.769397,88434000
1995-01-01,4.750000,4.843750,3.843750,4.468750,4.428725,103823600
1995-02-01,4.500000,5.906250,4.468750,5.375000,5.326859,96823600
1995-03-01,5.406250,6.500000,5.343750,5.656250,5.605589,98293600
1995-04-01,5.625000,5.812500,4.968750,5.750000,5.698500,112102800
1995-05-01,5.781250,7.312500,5.781250,6.437500,6.379842,110860400
1995-06-01,6.468750,7.906250,6.312500,6.781250,6.720514,70249200
1995-07-01,6.781250,9.781250,6.718750,9.031250,8.950361,118404800
1995-08-01,9.125000,9.968750,8.468750,9.500000,9.414914,124273200
1995-09-01,9.437500,10.562500,8.406250,9.187500,9.105212,99448000
1995-10-01,9.187500,9.843750,7.687500,9.156250,9.074242,120577200
1995-11-01,9.187500,9.500000,7.500000,8.531250,8.454841,84272400
1995-12-01,8.500000,8.531250,5.593750,6.531250,6.472754,130388000
1996-01-01,6.593750,6.968750,5.281250,6.000000,5.946261,141841600
1996-02-01,5.968750,7.218750,5.843750,6.250000,6.194022,69935600
1996-03-01,6.250000,6.812500,5.812500,6.625000,6.565663,50150400
1996-04-01,6.656250,7.500000,6.250000,6.687500,6.627604,75567200
1996-05-01,6.625000,8.875000,6.281250,7.906250,7.835438,164880000
1996-06-01,7.968750,8.000000,6.312500,6.687500,6.627604,107520400
1996-07-01,6.718750,7.781250,6.125000,7.500000,7.432827,92793200
1996-08-01,7.500000,8.500000,7.250000,7.718750,7.649617,61092800
1996-09-01,7.718750,9.968750,7.468750,9.343750,9.260063,122784800
1996-10-01,9.343750,9.625000,7.906250,9.375000,9.291034,123821600
1996-11-01,9.375000,9.500000,7.750000,8.031250,7.959319,86972000
1996-12-01,8.093750,8.781250,6.906250,7.484375,7.417341,101897600
1997-01-01,7.531250,9.218750,7.406250,7.968750,7.897379,125898400
1997-02-01,7.937500,8.687500,7.281250,7.812500,7.742528,80993600
1997-03-01,7.718750,8.031250,6.312500,6.656250,6.596634,100310000
1997-04-01,6.625000,6.656250,4.812500,6.031250,5.977232,108752000
1997-05-01,6.031250,8.531250,5.937500,8.000000,7.928348,95604400
1997-06-01,8.000000,8.968750,7.437500,8.406250,8.330962,76716400
1997-07-01,8.375000,9.125000,7.875000,8.375000,8.299990,77198800
1997-08-01,8.281250,8.671875,7.453125,7.703125,7.634133,57778000
1997-09-01,7.687500,9.812500,7.687500,9.656250,9.569764,81426800
1997-10-01,9.625000,10.062500,7.687500,8.468750,8.392900,136119200
1997-11-01,8.656250,9.187500,7.484375,8.375000,8.299990,74017600
1997-12-01,8.375000,9.703125,7.875000,9.453125,9.368458,101770800
1998-01-01,9.468750,9.906250,8.812500,8.984375,8.903908,118079600
1998-02-01,9.062500,11.390625,8.500000,11.031250,10.932449,146889600
1998-03-01,11.031250,11.937500,10.375000,11.734375,11.629277,81720800
1998-04-01,11.625000,11.859375,10.187500,11.562500,11.458941,72213600
1998-05-01,11.593750,12.281250,10.437500,10.875000,10.777598,78366400
1998-06-01,10.750000,13.750000,10.593750,13.500000,13.379089,81927200
1998-07-01,13.500000,14.281250,11.812500,12.664063,12.550639,89164400
1998-08-01,12.687500,13.562500,9.500000,9.531250,9.445884,79418000
1998-09-01,9.625000,12.781250,9.343750,10.968750,10.870509,127736800
1998-10-01,10.750000,11.156250,8.312500,10.281250,10.189166,110098800
1998-11-01,10.296875,12.187500,10.281250,10.531250,10.436927,62655600
1998-12-01,10.484375,14.031250,10.375000,14.031250,13.905580,67961600
