Date,Open,High,Low,Close,Adj Close,Volume
2001-01-01,22.062500,32.375000,21.437500,30.531250,19.190571,2005531200
2001-02-01,30.406250,32.531250,26.937500,29.500000,18.542370,1536895600
2001-03-01,29.281250,30.562500,24.875000,27.343750,17.187042,1895349800
2001-04-01,27.406250,35.549999,25.531250,33.875000,21.292297,2075807000
2001-05-01,33.830002,36.075001,33.625000,34.590000,21.741716,1777305800
2001-06-01,34.799999,38.075001,33.005001,36.500000,22.942255,1449177800
2001-07-01,36.025002,36.575001,32.099998,33.095001,20.802029,1455201000
2001-08-01,33.400002,33.770000,28.150000,28.525000,17.929529,1153896400
2001-09-01,28.594999,29.540001,23.750000,25.584999,16.081579,1510824400
2001-10-01,25.469999,31.815001,25.205000,29.075001,18.275234,1750891000
2001-11-01,30.040001,34.169998,29.799999,32.105000,20.179760,1330968600
2001-12-01,31.915001,34.945000,31.900000,33.125000,20.820877,977089000
2002-01-01,33.325001,35.310001,30.665001,31.855000,20.022625,1360115800
2002-02-01,32.075001,32.250000,28.575001,29.170000,18.334949,1131159200
2002-03-01,29.525000,32.500000,29.155001,30.155001,18.954077,1073244200
2002-04-01,29.915001,30.200001,25.719999,26.129999,16.424150,1417479400
2002-05-01,26.080000,28.219999,24.174999,25.455000,15.999866,1420266200
2002-06-01,25.495001,28.219999,24.584999,27.350000,17.190975,1834073000
2002-07-01,27.059999,27.465000,20.705000,23.990000,15.079036,2432188000
2002-08-01,23.790001,26.725000,21.900000,24.540001,15.424736,1715757200
2002-09-01,24.260000,25.549999,21.555000,21.870001,13.746498,1695705800
2002-10-01,22.160000,27.035000,21.594999,26.735001,16.804417,2475370600
2002-11-01,26.215000,29.320000,25.950001,28.840000,18.127527,1555997200
2002-12-01,29.325001,29.480000,25.629999,25.850000,16.248148,1268370200
2003-01-01,26.150000,28.660000,23.514999,23.730000,14.915612,1718662200
2003-02-01,23.965000,24.990000,23.000000,23.700001,14.896750,1346970800
2003-03-01,24.020000,26.799999,22.549999,24.209999,15.266248,1371902600
2003-04-01,24.459999,26.430000,23.950001,25.570000,16.123825,1249617700
2003-05-01,25.540001,26.500000,23.889999,24.610001,15.518478,1311003700
2003-06-01,24.980000,26.510000,23.600000,25.639999,16.167963,1569995800
2003-07-01,25.590000,27.809999,25.389999,26.410000,16.653509,1292011000
2003-08-01,26.330000,26.950001,25.430000,26.520000,16.722876,966506900
2003-09-01,26.700001,30.000000,26.469999,27.799999,17.530008,1253309100
2003-10-01,28.030001,29.459999,25.910000,26.139999,16.483255,1400032500
2003-11-01,26.350000,26.750000,24.840000,25.709999,16.303062,1442336700
2003-12-01,25.900000,27.549999,25.500000,27.370001,17.355696,1476461300
2004-01-01,27.580000,28.830000,27.260000,27.650000,17.533239,1232189000
2004-02-01,27.610001,27.799999,26.350000,26.530001,16.823038,1032065600
2004-03-01,26.629999,26.719999,24.010000,24.930000,15.808452,1703041000
2004-04-01,24.950001,27.719999,24.850000,26.129999,16.569393,1558947800
2004-05-01,26.190001,26.600000,25.420000,26.230000,16.632801,1141456900
2004-06-01,26.129999,28.799999,25.860001,28.559999,18.110281,1534889700
2004-07-01,28.700001,29.889999,27.250000,28.490000,18.065897,1550446900
2004-08-01,28.270000,28.549999,26.850000,27.299999,17.311304,1094195300
2004-09-01,27.230000,27.790001,26.740000,27.650000,17.584961,1141012300
2004-10-01,27.820000,28.889999,27.549999,27.969999,17.788473,1300591200
2004-11-01,28.160000,30.200001,26.100000,26.809999,17.050730,1739407300
2004-12-01,26.950001,27.440001,26.680000,26.719999,18.939947,1803777700
2005-01-01,26.799999,27.100000,25.639999,26.280001,18.628061,1521414300
2005-02-01,26.250000,26.500000,25.129999,25.160000,17.834171,1361126000
2005-03-01,25.190001,25.790001,23.820000,24.170000,17.185284,1541411300
2005-04-01,24.240000,25.450001,23.940001,25.299999,17.988731,1520253700
2005-05-01,25.230000,26.090000,24.639999,25.799999,18.344242,1270563700
2005-06-01,25.730000,26.000000,24.820000,24.840000,17.717688,1303029500
2005-07-01,24.850000,26.480000,24.500000,25.610001,18.266909,1321407700
2005-08-01,25.809999,27.940001,25.760000,27.379999,19.529402,1441979300
2005-09-01,27.379999,27.389999,25.120001,25.730000,18.406944,1348861500
2005-10-01,25.709999,25.799999,24.250000,25.700001,18.385477,1439659900
2005-11-01,25.610001,28.250000,25.610001,27.680000,19.801952,1444948300
2005-12-01,27.730000,28.100000,26.100000,26.150000,18.762245,1271695500
2006-01-01,26.250000,28.379999,26.100000,28.150000,20.197212,1388622700
2006-02-01,27.959999,28.070000,26.340000,26.870001,19.278835,1047699000
2006-03-01,26.980000,28.219999,26.620001,27.209999,19.588936,1437940900
2006-04-01,27.670000,27.940001,24.000000,24.150000,17.385990,1446126900
2006-05-01,24.320000,25.000000,22.450001,22.650000,16.306112,2309193400
2006-06-01,22.740000,23.650000,21.459999,23.299999,16.839468,1971637200
2006-07-01,23.530001,24.600000,22.230000,24.059999,17.388737,1332298100
2006-08-01,24.020000,26.250000,23.850000,25.700001,18.574003,1134188400
2006-09-01,25.889999,27.520000,25.389999,27.350000,19.839294,1097482600
2006-10-01,27.320000,28.850000,27.150000,28.709999,20.825806,1290967400
2006-11-01,28.780001,30.000000,28.580000,29.360001,21.297314,1239142000
2006-12-01,29.230000,30.260000,28.799999,29.860001,21.734053,1137160900
2007-01-01,29.910000,31.480000,29.400000,30.860001,22.461931,1324518200
2007-02-01,30.840000,30.940001,27.790001,28.170000,20.503971,1290850900
2007-03-01,27.820000,28.549999,26.600000,27.870001,20.355946,1269506500
2007-04-01,27.889999,30.740000,27.559999,29.940001,21.867849,958964900
2007-05-01,29.940001,31.160000,29.900000,30.690001,22.415638,1327154700
2007-06-01,30.790001,30.900000,29.040001,29.469999,21.594296,1181412800
2007-07-01,29.670000,31.840000,28.950001,28.990000,21.242571,1295548000
2007-08-01,28.950001,30.100000,27.510000,28.730000,21.052050,1228579500
2007-09-01,28.500000,29.850000,28.270000,29.459999,21.662628,1117419500
2007-10-01,29.459999,37.000000,29.290001,36.810001,27.067249,1772076700
2007-11-01,36.529999,37.500000,32.680000,33.599998,24.706860,1830846800
2007-12-01,33.500000,36.720001,32.630001,35.599998,26.264063,1064817100
2008-01-01,35.790001,35.959999,31.040001,32.599998,24.050800,1950301600
2008-02-01,31.059999,33.250000,27.020000,27.200001,20.066929,2324580800
2008-03-01,27.240000,29.590000,26.870001,28.379999,21.018833,1452390200
2008-04-01,28.830000,32.099998,27.930000,28.520000,21.122513,1444720000
2008-05-01,28.500000,30.530001,27.950001,28.320000,20.974394,1405170200
2008-06-01,28.240000,29.570000,27.110001,27.510000,20.449499,1560439100
2008-07-01,27.270000,27.910000,24.870001,25.719999,19.118893,1637501300
2008-08-01,25.920000,28.500000,25.070000,27.290001,20.285961,1206949700
2008-09-01,27.670000,27.760000,23.500000,26.690001,19.919079,1927538700
2008-10-01,26.379999,27.469999,20.650000,22.330000,16.665157,3044579400
2008-11-01,22.480000,23.660000,17.500000,20.219999,15.090440,1794911800
