Date,Open,High,Low,Close,Adj Close,Volume
2001-01-01,4220.000000,4650.000000,3800.000000,4500.000000,3264.472412,2471300
2001-02-01,4400.000000,4600.000000,4060.000000,4320.000000,3133.893311,2223400
2001-03-01,4220.000000,4580.000000,3800.000000,4320.000000,3133.893311,1973300
2001-04-01,4360.000000,4550.000000,4070.000000,4220.000000,3061.350098,1331400
2001-05-01,4120.000000,4250.000000,3610.000000,3810.000000,2763.920166,2782100
2001-06-01,3790.000000,3820.000000,3220.000000,3630.000000,2633.341309,2570200
2001-07-01,3680.000000,3920.000000,3410.000000,3650.000000,2647.849854,1452600
2001-08-01,3650.000000,3840.000000,3350.000000,3380.000000,2451.981201,1458600
2001-09-01,3460.000000,3480.000000,2690.000000,2780.000000,2016.718018,1749700
2001-10-01,2790.000000,3750.000000,2780.000000,3590.000000,2604.323975,1788400
2001-11-01,3600.000000,4380.000000,3560.000000,4150.000000,3010.569092,3760200
2001-12-01,4150.000000,4320.000000,3620.000000,3950.000000,2865.481934,2061100
2002-01-01,3950.000000,3950.000000,3420.000000,3600.000000,2611.578125,1292300
2002-02-01,3370.000000,3800.000000,3190.000000,3800.000000,2756.665771,2970200
2002-03-01,3820.000000,3900.000000,3450.000000,3630.000000,2633.341309,2590800
2002-04-01,3660.000000,3970.000000,3550.000000,3940.000000,2858.226563,1980000
2002-05-01,3840.000000,4580.000000,3840.000000,4360.000000,3162.911133,3954500
2002-06-01,4280.000000,4480.000000,4030.000000,4300.000000,3119.384521,2579900
2002-07-01,4430.000000,4530.000000,4200.000000,4390.000000,3184.674561,3456700
2002-08-01,4410.000000,4440.000000,4070.000000,4380.000000,3177.419678,2046500
2002-09-01,4350.000000,4840.000000,4150.000000,4760.000000,3453.085693,4742900
2002-10-01,4730.000000,4810.000000,4090.000000,4440.000000,3220.946045,4444000
2002-11-01,4490.000000,4830.000000,4250.000000,4410.000000,3199.183105,3414900
2002-12-01,4410.000000,4460.000000,3900.000000,4090.000000,2967.042969,2898700
2003-01-01,4090.000000,4150.000000,3650.000000,3720.000000,2698.630615,1850000
2003-02-01,3670.000000,4190.000000,3670.000000,4050.000000,2938.025879,2592800
2003-03-01,4050.000000,4560.000000,3880.000000,4450.000000,3228.200439,3148400
2003-04-01,4410.000000,4600.000000,4200.000000,4420.000000,3206.436523,3182400
2003-05-01,4420.000000,4750.000000,4250.000000,4550.000000,3300.744141,3856300
2003-06-01,4580.000000,4620.000000,4330.000000,4580.000000,3322.507568,3433200
2003-07-01,4580.000000,5110.000000,4570.000000,4840.000000,3511.121094,4048200
2003-08-01,4830.000000,5120.000000,4700.000000,5010.000000,3634.446045,3862600
2003-09-01,5030.000000,5240.000000,2520.000000,2850.000000,2067.498779,5721900
2003-10-01,2855.000000,2975.000000,2630.000000,2920.000000,2118.279785,7345400
2003-11-01,2920.000000,2955.000000,2400.000000,2480.000000,1799.087769,4835400
2003-12-01,2450.000000,2700.000000,2385.000000,2700.000000,1958.683105,6805800
2004-01-01,2700.000000,2700.000000,2345.000000,2580.000000,1871.630859,9588100
2004-02-01,2560.000000,2670.000000,2460.000000,2485.000000,1802.714355,7422600
2004-03-01,2510.000000,2760.000000,2500.000000,2655.000000,1926.038330,8867000
2004-04-01,2645.000000,2915.000000,2585.000000,2675.000000,1940.547852,7553100
2004-05-01,2675.000000,2745.000000,2415.000000,2705.000000,1962.311157,6083100
2004-06-01,2690.000000,2975.000000,2630.000000,2970.000000,2154.551758,6260300
2004-07-01,2930.000000,3020.000000,2670.000000,2715.000000,1969.564697,5666800
2004-08-01,2720.000000,2760.000000,2445.000000,2540.000000,1842.613281,5195800
2004-09-01,2550.000000,2620.000000,2495.000000,2595.000000,1882.512817,3635200
2004-10-01,2580.000000,2710.000000,2250.000000,2320.000000,1683.016968,5022000
2004-11-01,2280.000000,2300.000000,1990.000000,2100.000000,1523.420410,14691400
2004-12-01,2080.000000,2335.000000,2040.000000,2330.000000,1690.271240,12906800
2005-01-01,2330.000000,2330.000000,2140.000000,2230.000000,1617.727417,7210500
2005-02-01,2250.000000,2335.000000,2195.000000,2230.000000,1617.727417,10404500
2005-03-01,2230.000000,2280.000000,2120.000000,2175.000000,1577.828125,9815700
2005-04-01,2195.000000,2420.000000,2170.000000,2395.000000,1737.424927,12831500
2005-05-01,2370.000000,2440.000000,2165.000000,2245.000000,1628.609009,12427900
2005-06-01,2215.000000,2330.000000,2180.000000,2240.000000,1624.981934,9635800
2005-07-01,2230.000000,2500.000000,2210.000000,2455.000000,1780.951050,13867000
2005-08-01,2375.000000,2795.000000,2335.000000,2740.000000,1987.701416,11482600
2005-09-01,2750.000000,2815.000000,1810.000000,1890.000000,1371.078491,10858400
2005-10-01,1843.000000,1850.000000,1570.000000,1751.000000,1270.242554,24302400
2005-11-01,1721.000000,1825.000000,1573.000000,1815.000000,1316.670654,33439900
2005-12-01,1810.000000,1823.000000,1658.000000,1724.000000,1250.655640,29988600
2006-01-01,1724.000000,1808.000000,1641.000000,1762.000000,1278.222290,27405400
2006-02-01,1762.000000,1772.000000,1405.000000,1438.000000,1043.180176,32597300
2006-03-01,1420.000000,1614.000000,1398.000000,1612.000000,1169.406616,34905300
2006-04-01,1615.000000,1662.000000,1558.000000,1641.000000,1190.444336,28218400
2006-05-01,1612.000000,1730.000000,1600.000000,1639.000000,1188.993042,29349300
2006-06-01,1650.000000,1744.000000,1541.000000,1739.000000,1261.537109,20091200
2006-07-01,1743.000000,1775.000000,1573.000000,1646.000000,1194.071411,15664700
2006-08-01,1620.000000,1854.000000,1606.000000,1849.000000,1341.335693,20595700
2006-09-01,1825.000000,1875.000000,1738.000000,1857.000000,1347.139038,13635900
2006-10-01,1870.000000,1972.000000,1819.000000,1859.000000,1357.433228,18857500
2006-11-01,1832.000000,1873.000000,1650.000000,1754.000000,1280.762695,21849200
2006-12-01,1770.000000,1840.000000,1654.000000,1745.000000,1274.191040,19885800
